"library","zotero_parent","att_key","doi","surname","year","title","file_exists","local_path"
"groups/735051","7VBS8BST","4Y9Y7DVK","10.1038/nature16961","Silver","2016","Mastering the game of Go with deep neural networks and tree search","True","C:\Users\Ben Bolen\Zotero\storage\4Y9Y7DVK\Silver - Mastering the game of Go with deep neural networks.pdf"
"groups/735051","2IZKF493","DHE3K8KI","","Han","","A Review of Deep Learning Models for Time Series Prediction","True","C:\Users\Ben Bolen\Zotero\storage\DHE3K8KI\Han et al. - A Review of Deep Learning Models for Time Series P.pdf"
"groups/735051","6FRVZKSV","HBSA2HTP","10.1016/j.jbiomech.2012.06.037","John","2012","Contributions of muscles to mediolateral ground reaction force over a range of walking speeds","True","C:\Users\Ben Bolen\Zotero\storage\HBSA2HTP\John et al. - 2012 - Contributions of muscles to mediolateral ground re.pdf"
"groups/735051","N9AHXNSK","FBYVUAB3","10.1371/journal.pcbi.1006223","Seth","2018","OpenSim: Simulating musculoskeletal dynamics and neuromuscular control to study human and animal movement","True","C:\Users\Ben Bolen\Zotero\storage\FBYVUAB3\Seth et al. - 2018 - OpenSim Simulating musculoskeletal dynamics and n.pdf"
"groups/735051","PEHE6UQ3","DGNPHAQH","","Tziatzios","2019","Financial Nonlinear Time-Series Analysis and Prediction with Reservoir Computing","True","C:\Users\Ben Bolen\Zotero\storage\DGNPHAQH\Tziatzios - 2019 - Financial Nonlinear Time-Series Analysis and Predi.pdf"
"groups/735051","XIB4DVEW","P29H67QT","10.1016/j.cogsys.2019.08.002","Vandesompele","2019","Populations of spiking neurons for reservoir computing: Closed loop control of a compliant quadruped","True","C:\Users\Ben Bolen\Zotero\storage\P29H67QT\Vandesompele et al. - 2019 - Populations of spiking neurons for reservoir compu.pdf"
"groups/735051","QM5RPWV5","GW7DXT7P","10.1016/j.cogsys.2019.08.002","Vandesompele","2019","Populations of spiking neurons for reservoir computing: Closed loop control of a compliant quadruped","True","C:\Users\Ben Bolen\Zotero\storage\GW7DXT7P\Vandesompele et al. - 2019 - Populations of spiking neurons for reservoir compu.pdf"
"groups/735051","TEEFXWJD","TX3M5QFE","10.1103/physrevfluids.7.014402","Huhn","2022","Gradient-free optimization of chaotic acoustics with reservoir computing","True","C:\Users\Ben Bolen\Zotero\storage\TX3M5QFE\Huhn and Magri - 2022 - Gradient-free optimization of chaotic acoustics wi.pdf"
"groups/735051","3S59S2T5","QTW545JH","10.1103/physreve.104.044215","Kobayashi","2021","Dynamical system analysis of a data-driven model constructed by reservoir computing","True","C:\Users\Ben Bolen\Zotero\storage\QTW545JH\Kobayashi et al. - 2021 - Dynamical system analysis of a data-driven model c.pdf"
"groups/735051","ZHB38M64","RZ8CNN22","10.1103/physreve.98.023111","Nakai","2018","Machine-learning inference of fluid variables from data using reservoir computing","True","C:\Users\Ben Bolen\Zotero\storage\RZ8CNN22\Nakai and Saiki - 2018 - Machine-learning inference of fluid variables from.pdf"
"groups/735051","89Z3CY2N","LT4SU5LZ","10.1109/tnnls.2021.3120472","Nakajima","2021","Neural Schrödinger Equation: Physical Law as Deep Neural Network","True","C:\Users\Ben Bolen\Zotero\storage\LT4SU5LZ\Nakajima et al. - 2021 - Neural Schrödinger Equation Physical Law as Deep .pdf"
"groups/735051","PLDQS9LZ","98A85RHB","10.1007/978-3-030-25719-4_71","Samsonovich","2020","Closed Loop Control of a Compliant Quadruped with Spiking Neural Networks","True","C:\Users\Ben Bolen\Zotero\storage\98A85RHB\Vandesompele et al. - 2020 - Closed Loop Control of a Compliant Quadruped with .pdf"
"groups/735051","YTCUQHJS","NQ44EV5R","","Hart","2021","(Thesis) Reservoir Computing With Dynamical Systems","True","C:\Users\Ben Bolen\Zotero\storage\NQ44EV5R\Hart - 2021 - (Thesis) Reservoir Computing With Dynamical System.pdf"
"groups/735051","ENPXICUA","PH6GS423","","Mattheakis","2021","Unsupervised Reservoir Computing for Solving Ordinary Differential Equations","True","C:\Users\Ben Bolen\Zotero\storage\PH6GS423\Mattheakis et al. - 2021 - Unsupervised Reservoir Computing for Solving Ordin.pdf"
"groups/735051","ZVYG8DYM","N4Z9PTAZ","","Anantharaman","2021","Accelerating Simulation of Stiff Nonlinear Systems using Continuous-Time Echo State Networks","True","C:\Users\Ben Bolen\Zotero\storage\N4Z9PTAZ\Anantharaman et al. - 2021 - Accelerating Simulation of Stiff Nonlinear Systems.pdf"
"groups/735051","DRMDCM29","8MA7ZZIU","","Goudarzi","2013","DNA Reservoir Computing: A Novel Molecular Computing Approach","True","C:\Users\Ben Bolen\Zotero\storage\8MA7ZZIU\Goudarzi et al. - 2013 - DNA Reservoir Computing A Novel Molecular Computi.pdf"
"groups/735051","EXT2G2TI","LLD6CS5Z","10.1142/9781848162778_0008","Cooper","2011","Liquid State Machines: Motivation, Theory, and Applications","True","C:\Users\Ben Bolen\Zotero\storage\LLD6CS5Z\Maass - 2011 - Liquid State Machines Motivation, Theory, and App.pdf"
"groups/735051","ENJNJTHL","WPM6V3S7","","Ivanov","2021","Increasing Liquid State Machine Performance with Edge-of-Chaos Dynamics Organized by Astrocyte-modulated Plasticity","True","C:\Users\Ben Bolen\Zotero\storage\WPM6V3S7\Ivanov and Michmizos - Increasing Liquid State Machine Performance with E.pdf"
"groups/735051","H2CWETMG","MJDTM68U","","Neftci","","Spiking Neural Network Learning, Benchmarking, Programming and Executing View all 16 Articles Articles","True","C:\Users\Ben Bolen\Zotero\storage\MJDTM68U\Neftci and Mostafa - Spiking Neural Network Learning, Benchmarking, Pro.pdf"
"groups/735051","57SCXN29","XD7J5XN6","10.1016/j.compscitech.2019.107688","Chacón","2019","Additive manufacturing of continuous fibre reinforced thermoplastic composites using fused deposition modelling: Effect of process parameters on mechanical properties","True","C:\Users\Ben Bolen\Zotero\storage\XD7J5XN6\Chacón et al. - 2019 - Additive manufacturing of continuous fibre reinfor.pdf"
"groups/735051","V99DA7ZP","I6RWIP2C","10.1016/j.addma.2018.12.020","Naranjo-Lozada","2019","Tensile properties and failure behavior of chopped and continuous carbon fiber composites produced by additive manufacturing","True","C:\Users\Ben Bolen\Zotero\storage\I6RWIP2C\Naranjo-Lozada et al. - 2019 - Tensile properties and failure behavior of chopped.pdf"
"groups/735051","52ZTNZ7Y","MX97A64G","10.1016/j.compositesb.2015.06.013","Ning","2015","Additive manufacturing of carbon fiber reinforced thermoplastic composites using fused deposition modeling","True","C:\Users\Ben Bolen\Zotero\storage\MX97A64G\Ning et al. - 2015 - Additive manufacturing of carbon fiber reinforced .pdf"
"groups/735051","CZ4NCJBM","3WJ43F89","10.1016/j.matpr.2019.06.009","Unknown","","Effect of fused deposition modelling (FDM) process parameters on tensile strength of carbon fibre PLA | Elsevier Enhanced Reader","True","C:\Users\Ben Bolen\Zotero\storage\3WJ43F89\Effect of fused deposition modelling (FDM) process.pdf"
"groups/735051","SPVPDZVH","S8RCUICD","10.1016/j.addma.2018.05.007","Araya-Calvo","2018","Evaluation of compressive and flexural properties of continuous fiber fabrication additive manufacturing technology","True","C:\Users\Ben Bolen\Zotero\storage\S8RCUICD\Araya-Calvo et al. - 2018 - Evaluation of compressive and flexural properties .pdf"
"groups/735051","YHYDYTFT","YSHHCM58","10.1039/c7sm00950j","Seppala","2017","Weld formation during material extrusion additive manufacturing","True","C:\Users\Ben Bolen\Zotero\storage\YSHHCM58\Seppala et al. - 2017 - Weld formation during material extrusion additive .pdf"
"groups/735051","GCDNE3UV","K92DAKLG","10.1007/978-3-030-05587-5_15","Wang","2018","The Astrocytic Microdomain as a Generative Mechanism for Local Plasticity","True","C:\Users\Ben Bolen\Zotero\storage\K92DAKLG\Polykretis et al. - 2018 - The Astrocytic Microdomain as a Generative Mechani.pdf"
"groups/735051","W3N4EZTR","BR6ZT2LD","","Ivanov","","Increasing Liquid State Machine Performance with Edge-of-Chaos Dynamics Organized by Astrocyte-modulated Plasticity","True","C:\Users\Ben Bolen\Zotero\storage\BR6ZT2LD\Ivanov and Michmizos - Increasing Liquid State Machine Performance with E.pdf"
"groups/735051","DLEH3S4D","RFXFEPTI","","Neftci","","Spiking Neural Network Learning, Benchmarking, Programming and Executing View all 16 Articles Articles","True","C:\Users\Ben Bolen\Zotero\storage\RFXFEPTI\Neftci and Mostafa - Spiking Neural Network Learning, Benchmarking, Pro.pdf"
"groups/735051","YGZHDXVG","5XJTXXL9","10.1109/humanoids.2017.8246970","Han","2017","Feedback design for multi-contact push recovery via LMI approximation of the Piecewise-Affine Quadratic Regulator","True","C:\Users\Ben Bolen\Zotero\storage\5XJTXXL9\Han and Tedrake - 2017 - Feedback design for multi-contact push recovery vi.pdf"
"groups/735051","WUZ9ZRLJ","PIYGMVWX","10.1016/j.neucom.2020.05.127","Morales","2021","Unveiling the role of plasticity rules in reservoir computing","True","C:\Users\Ben Bolen\Zotero\storage\PIYGMVWX\Morales et al. - 2021 - Unveiling the role of plasticity rules in reservoi.pdf"
"groups/735051","LNUVC75L","VHPFI6KP","10.1016/j.jbiomech.2013.07.018","Yeo","2013","Phenomenological models of the dynamics of muscle during isotonic shortening","True","C:\Users\Ben Bolen\Zotero\storage\VHPFI6KP\Yeo et al. - 2013 - Phenomenological models of the dynamics of muscle .pdf"
"groups/735051","42V8578E","A3CKML2W","10.1242/jeb.049163","Yeo","2011","Estimation of musculoskeletal models from in situ measurements of muscle action in the rat hindlimb","True","C:\Users\Ben Bolen\Zotero\storage\A3CKML2W\Yeo et al. - 2011 - Estimation of musculoskeletal models from in situ .pdf"
"groups/735051","48IBUZGA","SECHTSQF","10.1038/nn.4077","Brooks","2015","Learning to expect the unexpected: rapid updating in primate cerebellum during voluntary self-motion","True","C:\Users\Ben Bolen\Zotero\storage\SECHTSQF\Brooks et al. - 2015 - Learning to expect the unexpected rapid updating .pdf"
"groups/735051","LJ7CESMF","MFV4QD7R","10.1152/jn.00497.2017","Vincent","2017","Muscle proprioceptors in adult rat: mechanosensory signaling and synapse distribution in spinal cord","True","C:\Users\Ben Bolen\Zotero\storage\MFV4QD7R\Vincent et al. - 2017 - Muscle proprioceptors in adult rat mechanosensory.pdf"
"groups/735051","9RYT8VDR","YEJ3MPBI","10.1016/j.compstruct.2017.08.088","Parandoush","2017","A review on additive manufacturing of polymer-fiber composites","True","C:\Users\Ben Bolen\Zotero\storage\YEJ3MPBI\Parandoush and Lin - 2017 - A review on additive manufacturing of polymer-fibe.pdf"
"groups/735051","668JIQ7X","G7DCFJU9","10.1080/20550340.2017.1341125","Ivey","2017","Characterizing short-fiber-reinforced composites produced using additive manufacturing","True","C:\Users\Ben Bolen\Zotero\storage\G7DCFJU9\Ivey et al. - 2017 - Characterizing short-fiber-reinforced composites p.pdf"
"groups/735051","KMKXUJW7","CQT2P7NS","10.1109/cca.1996.558917","Cai","1996","A robust controller for manipulator driven by artificial muscle actuator","True","C:\Users\Ben Bolen\Zotero\storage\CQT2P7NS\Cai and Yamaura - 1996 - A robust controller for manipulator driven by arti.pdf"
"groups/735051","2NVGQLSZ","D3SYDZ5P","","Dupeyroux","2021","A toolbox for neuromorphic sensing in robotics","True","C:\Users\Ben Bolen\Zotero\storage\D3SYDZ5P\Dupeyroux et al. - 2021 - A toolbox for neuromorphic sensing in robotics.pdf"
"groups/735051","AU2UKBDN","LTHWUN7C","10.1038/s41598-021-90058-0","Stark","2021","A three-dimensional musculoskeletal model of the dog","True","C:\Users\Ben Bolen\Zotero\storage\LTHWUN7C\Stark et al. - 2021 - A three-dimensional musculoskeletal model of the d.pdf"
"groups/735051","59M8A7BF","RE52E3B4","10.1017/s0263574720000211","Bhounsule","2021","Control Policies for a Large Region of Attraction for Dynamically Balancing Legged Robots: A Sampling-Based Approach","True","C:\Users\Ben Bolen\Zotero\storage\RE52E3B4\Bhounsule et al. - 2021 - Control Policies for a Large Region of Attraction .pdf"
"groups/735051","UP9PWXPY","63TC6K52","10.1115/1.4037440","Bhounsule","2017","A Discrete Control Lyapunov Function for Exponential Orbital Stabilization of the Simplest Walker","True","C:\Users\Ben Bolen\Zotero\storage\63TC6K52\Bhounsule and Zamani - 2017 - ADiscrete Control Lyapunov Function for Exponentia.pdf"
"groups/735051","KC3KYSE3","8HWCR2MN","10.1137/090749955","Ratschan","2010","Providing a Basin of Attraction to a Target Region of Polynomial Systems by Computation of Lyapunov-Like Functions","True","C:\Users\Ben Bolen\Zotero\storage\8HWCR2MN\Ratschan and She - 2010 - Providing a Basin of Attraction to a Target Region.pdf"
"groups/735051","8KHPVUB6","H93UJDGM","10.5772/55162","Jeon","2013","A Study on Stability of Limit Cycle Walking Model with Feet: Parameter Study","True","C:\Users\Ben Bolen\Zotero\storage\H93UJDGM\Jeon et al. - 2013 - A Study on Stability of Limit Cycle Walking Model .pdf"
"groups/735051","XEIVJ7XF","YQHQIBDE","10.1115/1.4043563","Chumacero-Polanco","2019","Basin of Attraction and Limit Cycle Oscillation Amplitude of an Ankle-Hip Model of Balance on a Balance Board","True","C:\Users\Ben Bolen\Zotero\storage\YQHQIBDE\Chumacero-Polanco and Yang - 2019 - Basin of Attraction and Limit Cycle Oscillation Am.pdf"
"groups/735051","IZLJ9SBJ","4Z3EI3FT","10.1016/j.na.2003.07.020","Giesl","2004","Necessary conditions for a limit cycle and its basin of attraction","True","C:\Users\Ben Bolen\Zotero\storage\4Z3EI3FT\Giesl - 2004 - Necessary conditions for a limit cycle and its bas.pdf"
"groups/735051","N68DGVNV","ERYRZQNX","","Manchester","2010","Regions of Attraction for Hybrid Limit Cycles of Walking Robots","True","C:\Users\Ben Bolen\Zotero\storage\ERYRZQNX\Manchester et al. - 2010 - Regions of Attraction for Hybrid Limit Cycles of W.pdf"
"groups/735051","PFI3CDGZ","NW229I9E","","Manchester","2010","Transverse Dynamics and Regions of Stability for Nonlinear Hybrid Limit Cycles","True","C:\Users\Ben Bolen\Zotero\storage\NW229I9E\Manchester - 2010 - Transverse Dynamics and Regions of Stability for N.pdf"
"groups/735051","PPI7RYV5","3VWFV5V5","10.1109/lra.2020.3012129","Hagenaars","2020","Evolved Neuromorphic Control for High Speed Divergence-Based Landings of MAVs","True","C:\Users\Ben Bolen\Zotero\storage\3VWFV5V5\Hagenaars et al. - 2020 - Evolved Neuromorphic Control for High Speed Diverg.pdf"
"groups/735051","JY8VNXV3","5FJ84H52","10.1152/physrev.1992.72.3.623","Jami","1992","Golgi tendon organs in mammalian skeletal muscle: functional properties and central actions","True","C:\Users\Ben Bolen\Zotero\storage\5FJ84H52\Jami - 1992 - Golgi tendon organs in mammalian skeletal muscle .pdf"
"groups/735051","2I3WSMPV","3YIBKHKD","10.15607/rss.2017.xiii.035","Blum","2017","A neuromorphic controller for a robotic vehicle equipped with a dynamic vision sensor","True","C:\Users\Ben Bolen\Zotero\storage\3YIBKHKD\Blum et al. - 2017 - A neuromorphic controller for a robotic vehicle eq.pdf"
"groups/735051","GBQKJSRT","WT43NINS","","Renner","","Event-Based Attention and Tracking on Neuromorphic Hardware","True","C:\Users\Ben Bolen\Zotero\storage\WT43NINS\Renner et al. - Event-Based Attention and Tracking on Neuromorphic.pdf"
"groups/735051","96UST7U8","D8L99UU6","10.1145/3407197.3407205","Polykretis","2020","An Astrocyte-Modulated Neuromorphic Central Pattern Generator for Hexapod Robot Locomotion on Intel’s Loihi","True","C:\Users\Ben Bolen\Zotero\storage\D8L99UU6\Polykretis et al. - 2020 - An Astrocyte-Modulated Neuromorphic Central Patter.pdf"
"groups/735051","EKZVWUMG","MBMJ324M","","Dupeyroux","2020","Neuromorphic control for optic-flow-based landings of MAVs using the Loihi processor","True","C:\Users\Ben Bolen\Zotero\storage\MBMJ324M\Dupeyroux et al. - 2020 - Neuromorphic control for optic-flow-based landings.pdf"
"groups/735051","5TLH4X9Z","R48WXIYA","10.3389/fnbot.2020.589532","Michaelis","2020","Robust Trajectory Generation for Robotic Control on the Neuromorphic Research Chip Loihi","True","C:\Users\Ben Bolen\Zotero\storage\R48WXIYA\Michaelis et al. - 2020 - Robust Trajectory Generation for Robotic Control o.pdf"
"groups/735051","NWFMZFT6","4DEKV8DB","10.3929/ethz-b-000394569","Kreiser","2019","Error-driven learning for self-calibration in a neuromorphic path integration system","True","C:\Users\Ben Bolen\Zotero\storage\4DEKV8DB\Kreiser et al. - 2019 - Error-driven learning for self-calibration in a ne.pdf"
"groups/735051","W97T8ULF","QIS647TY","10.1109/icra40945.2020.9197498","Kreiser","2020","Error estimation and correction in a spiking neural network for map formation in neuromorphic hardware","True","C:\Users\Ben Bolen\Zotero\storage\QIS647TY\Kreiser et al. - 2020 - Error estimation and correction in a spiking neura.pdf"
"groups/735051","QKKUNUL6","P97SW4BV","10.1109/iros45743.2020.9340948","Tang","2020","Reinforcement co-Learning of Deep and Spiking Neural Networks for Energy-Efficient Mapless Navigation with Neuromorphic Hardware","True","C:\Users\Ben Bolen\Zotero\storage\P97SW4BV\Tang et al. - 2020 - Reinforcement co-Learning of Deep and Spiking Neur.pdf"
"groups/735051","EKQR9XH8","CSDA9RVE","10.15607/rss.2020.xvi.074","Stagsted","2020","Towards neuromorphic control: A spiking neural network based PID controller for UAV","True","C:\Users\Ben Bolen\Zotero\storage\CSDA9RVE\Stagsted et al. - 2020 - Towards neuromorphic control A spiking neural net.pdf"
"groups/735051","7GXZS6V6","YVM5FGTQ","10.1103/physrevlett.120.024102","Pathak","2018","Model-Free Prediction of Large Spatiotemporally Chaotic Systems from Data: A Reservoir Computing Approach","True","C:\Users\Ben Bolen\Zotero\storage\YVM5FGTQ\Pathak et al. - 2018 - Model-Free Prediction of Large Spatiotemporally Ch.pdf"
"groups/735051","I9KVUWFU","LDV39E5C","","Canaday","2021","A Meta-learning Approach to Reservoir Computing: Time Series Prediction with Limited Data","True","C:\Users\Ben Bolen\Zotero\storage\LDV39E5C\Canaday et al. - 2021 - A Meta-learning Approach to Reservoir Computing T.pdf"
"groups/735051","GU2J8TZ2","EKVKMUHF","","Ma","","From Bipedal to Quadrupedal Locomotion, Experimental Realization of Lyapunov Approaches","True","C:\Users\Ben Bolen\Zotero\storage\EKVKMUHF\Ma - From Bipedal to Quadrupedal Locomotion, Experiment.pdf"
"groups/735051","6P4VRPQP","JBLQ8MWU","10.1109/cdc.2014.7039614","Saglam","2014","Lyapunov-based versus Poincar&#x00E9; map analysis of the rimless wheel","True","C:\Users\Ben Bolen\Zotero\storage\JBLQ8MWU\Saglam et al. - 2014 - Lyapunov-based versus Poincar&#x00E9; map analysis.pdf"
"groups/735051","LLBTW4TD","6882NWB5","10.1109/icecs.2007.4511125","Licer","2007","Lyapunov Stability of Hybrid System Limit Cycle Application to the Compass Gait Biped","True","C:\Users\Ben Bolen\Zotero\storage\6882NWB5\Licer et al. - 2007 - Lyapunov Stability of Hybrid System Limit Cycle Ap.pdf"
"groups/735051","JJJCUGMZ","5Q68SB9X","10.1109/humanoids.2017.8246970","Han","2017","Feedback design for multi-contact push recovery via LMI approximation of the Piecewise-Affine Quadratic Regulator","True","C:\Users\Ben Bolen\Zotero\storage\5Q68SB9X\Han and Tedrake - 2017 - Feedback design for multi-contact push recovery vi.pdf"
"groups/735051","QWSLYUWS","CS2G7EW7","10.1016/j.cnsns.2019.104949","Wang","2020","Finite-time stabilization of periodic orbits for under-actuated biped walking with hybrid zero dynamics","True","C:\Users\Ben Bolen\Zotero\storage\CS2G7EW7\Wang et al. - 2020 - Finite-time stabilization of periodic orbits for u.pdf"
"groups/735051","LP8UIZDK","G2B36SZP","","Romero","2020","FOUR-BAR MECHANISM'S ROTATION CENTER DETERMINATION USING NATURAL COORDINATES","True","C:\Users\Ben Bolen\Zotero\storage\G2B36SZP\Romero et al. - 2020 - FOUR-BAR MECHANISM'S ROTATION CENTER DETERMINATION.pdf"
"groups/735051","6N2J3QZY","B7WZMP77","10.1115/1.3138568","Andrews","1985","A General Method for Determining the Functional Role of a Muscle","True","C:\Users\Ben Bolen\Zotero\storage\B7WZMP77\Andrews - 1985 - A General Method for Determining the Functional Ro.pdf"
"groups/735051","5C9ZRHVK","KPLNCGVM","","Zajac","1989","Determining Muscle's Force and Action in Multi-Articular Movement","True","C:\Users\Ben Bolen\Zotero\storage\KPLNCGVM\Determining_Muscles_Force_and_Action_in_Multiarticular_Movement.pdf"
"groups/735051","L42QF96A","YHL7NWVI","","Dasgupta","2015","Temporal information processing and memory guided behaviors with recurrent neural networks","True","C:\Users\Ben Bolen\Zotero\storage\YHL7NWVI\Dasgupta - 2015 - Temporal information processing and memory guided .pdf"
