id	label	doi	year	first_author	weight	x	y	cluster	source
W2770429290	Computational modeling of spinal circuits controlling limb coordination and gaits in quadrupeds	10.7554/elife.31050	2017	Danner	147	0.500666	0.501498	2	originals99
W2099140812	Synchronization of coupled neural oscillators with heterogeneous delays	10.1142/s0218127413300395	2013	Panchuk	36	0.139817	0.846960		task5import
W2561049217	On the possibility (or lack thereof) of agreement between experiment and computation of flows over wings at moderate Rey	10.1098/rsfs.2016.0076	2017	J.	69	0.123098	0.828728		task5import
W2012606532	Parametric resonance for vibration energy harvesting with design techniques to passively reduce the initiation threshold	10.1088/0964-1726/23/6/065011	2014	Jia	60	0.107301	0.809692		task5import
W4411366443	Neural Adaptive Nonlinear MIMO Control for Bipedal Walking Robot Locomotion in Hazardous and Complex Task Applications	10.3390/robotics14060084	2025	Bekhiti	9	0.508472	0.547287	5	task5import
W2079170585	Bio-inspired knee joint mechanism for a hydraulic quadruped robot	10.1109/icara.2015.7081168	2015	Khan	26	0.318038	0.633976	15	task5import
nodoi:recVWdOYkr9BABcFS	Powered artificial knee with agonist-antagonist actuation		2010	Herr	0	0.092465	0.789898		task5import
W4211214843	Motor Systems	10.1007/978-3-030-41878-6_9	2020	Donkelaar	2	0.500645	0.503015	7	rest383
W2076879580	On the central generation of locomotion in the low spinal cat	10.1007/bf00235671	1979	Grillner	842	0.501613	0.503176	4	originals99
W2084226787	Biomechanics of smart wings in a bat robot: morphing wings using SMA actuators	10.1088/1748-3182/7/3/036006	2012	Colorado	113	0.078625	0.769394		task5import
nodoi:recW1H5x8SWtYa1gS	Mechanisms of Left-Right Coordination in Mammalian Locomotor Pattern Generation Circuits: A Mathematical Modeling View		2015	Molkov	0	0.065817	0.748232		task5import
W2025793624	Biorobotic approaches to the study of motor systems	10.1016/s0959-4388(98)80121-9	1998	Beer	96	0.513364	0.502366	1	rest383
W2094137255	Integration of posture and locomotion in acute decerebrate cats and in awake, freely moving cats	10.1016/0301-0082(87)90010-4	1987	Mori	438	0.501830	0.506865	7	demo50
W2395182341	Regulation of Arm and Leg Movement during Human Locomotion	10.1177/1073858404264680	2004	Zehr	410	0.500660	0.505013	3	rest383
W2042204524	Central Pattern Generator Inspired Control for Adaptive Walking of Biped Robots	10.1109/tsmc.2012.2235426	2013	Liu	81	0.510408	0.496690	1	task5import
W2061539438	A Biologically-Inspired Dynamic Legged Locomotion With a Modular Reconfigurable Robot	10.1115/dscc2008-2402	2008	Sastra	19	0.054072	0.726461		task5import
W2069610894	Dual-mode operation of neuronal networks involved in left-right alternation	10.1038/nature12286	2013	Talpalar	397	0.499538	0.500616	2	rest383
W2014729386	Activity of interneurons mediating reciprocal 1a inhibition during locomotion	10.1016/0006-8993(75)90974-9	1975	Feldman	152	0.499791	0.502418	2	originals99
W2146794131	Group I extensor afferents evoke disynaptic EPSPs in cat hindlimb extensor motorneurones during fictive locomotion.	10.1113/jphysiol.1996.sp021538	1996	Angel	100	0.501377	0.505114	3	rest383
W2887258823	Recent advances in physical reservoir computing: A review	10.1016/j.neunet.2019.03.005	2019	Tanaka	2147	0.648023	0.643715	10	task5import
W4416099171	Ionic mechanisms underlying bistability in spinal motoneurons: insights from a computational model	10.3389/fncel.2025.1710893	2025	Molkov	1	0.493343	0.491057	2	task5import
W2749935102	Muscle proprioceptors in adult rat: mechanosensory signaling and synapse distribution in spinal cord	10.1152/jn.00497.2017	2017	Vincent	64	0.502237	0.500741	3	rest383
W2134234114	Stimulus-Dependent Changes in the Vestibular Contribution to Human Postural Control	10.1152/jn.00856.2004	2006	Cenciarini	186	0.511069	0.512456	5	task5import
W2083831782	Neuromechanical Principles Underlying Movement Modularity and Their Implications for Rehabilitation	10.1016/j.neuron.2015.02.042	2015	Ting	436	0.506876	0.505599	5	originals99
W1991029810	Pseudo-proprioceptive motion feedback by electric stimulation	10.1109/mhs.2012.6492480	2012	Hasegawa	10	0.043417	0.704137		task5import
nodoi:recWtHdlsrhrRRnXz	in intact adult cats interlimb coordination during quadrupedal locomotion step-by-step basis and its impact on the consi		2014	Frigon	0	0.033879	0.681313		task5import
W2041488220	Proprioceptive regulation of locomotion.	10.1016/0959-4388(95)80107-3	1995	Pearson	412	0.503502	0.504730	3	rest383
W2013056443	Joint forces in extension of the knee: Analysis of a mechanical model	10.3109/17453678608993213	1986	Nisell	155	0.025482	0.658045		task5import
W2052314623	Reactive posture behaviors for stable legged locomotion over steep inclines and large obstacles	10.1109/iros.2014.6943257	2014	Roennau	40	0.018246	0.634391		task5import
W2886359316	Walking with perturbations: a guide for biped humans and robots	10.1088/1748-3190/aada54	2018	Duysens	37	0.502595	0.504574	3	rest383
W3120158846	Multifrequency Hebbian plasticity in coupled neural oscillators	10.1007/s00422-020-00854-6	2021	Kim	31	0.525841	0.490770	1	task5import
W2158138986	How swifts control their glide performance with morphing wings	10.1038/nature05733	2007	Lentink	354	0.012189	0.610407		task5import
W1475996878	Using animal data and neural dynamics to reverse engineer a neuromechanical rat model	10.1007/978-3-319-22979-9_21	2015	Hunt	21	0.508830	0.504470	1	originals99
W1878589647	Proprioceptive Feedback and Movement Regulation	10.1002/cphy.cp120103	2011	Procházka	264	0.504245	0.503661	3	rest383
W2078450592	Activation of the central pattern generators for locomotion by serotonin and excitatory amino acids in neonatal rat.	10.1113/jphysiol.1992.sp019296	1992	Cazalets	469	0.499786	0.500132	2	rest383
W2399420755	Patterns of locomotor drive to motoneurons and last-order interneurons: clues to the structure of the CPG.	10.1152/jn.2001.86.1.447	2001	Burke	168	0.500706	0.503690	3	rest383
W2317913517	Flush Air Data Sensing for Soaring-Capable UAVs	10.2514/6.2013-1153	2013	Quindlen	41	0.356960	0.406632	8	task5import
W2103458434	Ensemble firing of muscle afferents recorded during normal locomotion in cats	10.1111/j.1469-7793.1998.293bu.x	1998	Procházka	183	0.503187	0.501826	3	rest383
W1523660890	Pyridoxine Treatment Alters Embryonic Motility in Chicks: Implications for the Role of Proprioception	10.1002/dev.21282	2015	Sharp	7	0.498329	0.515161	4	task5import
W2054130257	Practice-related improvements in posture control differ between young and older adults exposed to continuous, variable a	10.1007/s00221-009-1995-y	2009	Van Ooteghem	52	0.513229	0.521968	5	task5import
W1964382389	Dynamic response of human muscle spindle afferents to stretch during voluntary contraction	10.1111/j.1469-7793.1998.621bb.x	1998	Kakuda	66	0.504820	0.497613	6	task5import
W4293197386	Locomotor Pattern Generation in the Rodent Spinal Cord	10.1007/978-1-0716-1006-0_48	2022	Harris-Warrick	0	0.499029	0.498785	2	rest383
W1984628736	Afferent-mediated modulation of the soleus muscle activity during the stance phase of human walking	10.1007/s00221-006-0451-5	2006	Mazzaro	51	0.501603	0.508811	3	task5import
W2026052231	Doublet Electrical Stimulation Enhances Torque Production in People With Spinal Cord Injury	10.1177/1545968310390224	2011	Chang	14	0.507199	0.287218	17	task5import
W2007423642	Strategies for dynamic stability during adaptive human locomotion	10.1109/memb.2003.1195695	2003	Patla	248	0.509141	0.491410	1	task5import
nodoi:recY6tB6S2au4jFCY	Adaptive Control Responses to Behavioral Perturbation Based Upon the Insect		2006	Ritzmann	0	0.007325	0.586154		task5import
W2147159867	Myotomal Muscle Function at Different Locations in the Body of a Swimming Fish	10.1242/jeb.182.1.191	1993	Altringham	155	0.336677	0.389798	9	task5import
W2037050168	Computer simulation of stepping in the hind legs of the cat: an examination of mechanisms regulating the stance-to-swing	10.1152/jn.00065.2005	2005	Ekeberg	214	0.504661	0.503230	1	rest383
W2129945286	Muscle Synergy Organization Is Robust Across a Variety of Postural Perturbations	10.1152/jn.00810.2005	2006	Torres-Oviedo	503	0.506482	0.508242	5	task5import
W2328146792	Evaluation of intracellular labeling with micron-sized particles of iron oxide (MPIOs) as a general tool for in vitro an	10.3727/096368911x627598	2012	Boulland	46	0.003667	0.561690		rest383
W2116712719	Experiments and models of sensorimotor interactions during locomotion	10.1007/s00422-006-0129-x	2006	Frigon	101	0.502859	0.504217	3	rest383
W2060909070	Shining light into the black box of spinal locomotor networks	10.1098/rstb.2009.0322	2010	Whelan	28	0.500530	0.500972	2	rest383
W1985940938	A quantitative description of membrane current and its application to conduction and excitation in nerve	10.1113/jphysiol.1952.sp004764	1952	Hodgkin	23440	0.512000	0.494903	6	task5import
W2167390514	Optogenetic dissection reveals multiple rhythmogenic modules underlying locomotion	10.1073/pnas.1304365110	2013	Hägglund	188	0.501169	0.501470	2	rest383
W2192203593	Taking the Human Out of the Loop: A Review of Bayesian Optimization	10.1109/jproc.2015.2494218	2016	Shahriari	6221	0.001223	0.537074		task5import
nodoi:recZ1qPrgoxVbic8M	The stride cycle of the cat: the modelling of locomotion by computerized analysis of automatic recordings.		1983	Halbertsma	0	0.000000	0.512368		task5import
W170956600	HALF-CENTRES REVISITED	10.1016/b978-0-08-026814-9.50025-9	1981	Lundberg	136	0.502795	0.502568	7	rest383
W4386703786	Dynamic spinal reflex adaptation during locomotor adaptation	10.1152/jn.00248.2023	2023	Refy	16	0.492106	0.503334	4	digest20
W2006008614	Peripheral control of the cat's step cycle. II. Entrainment of the central pattern generators for locomotion by sinusoid	10.1111/j.1748-1716.1983.tb07267.x	1983	Andersson	304	0.502355	0.504248	3	rest383
nodoi:recZOVbsy99bqVs8D	Math Modeling of Interlimb Coordination in Cat Locomotion		2020	Latash	0	0.000000	0.487632		task5import
W2134619701	On the Dynamic Stability of Biped Locomotion	10.1109/tbme.1974.324294	1974	Gubina	214	0.506989	0.541533	5	task5import
W2068471744	Lateral Stepping for Postural Correction in Parkinson’s Disease	10.1016/j.apmr.2007.11.017	2008	King	108	0.496349	0.515011	7	task5import
W3206103967	Epidural spinal cord stimulation as an intervention for motor recovery after motor complete spinal cord injury.	10.1152/jn.00020.2021	2021	Hachmann	79	0.502342	0.502481	7	rest383
W2873001395	A Neuromechanical Rat Model with a Complete Set of Hind Limb Muscles	10.1007/978-3-319-95972-6_57	2018	Young	2	0.507929	0.505580	1	rest383
W3209419428	Design of a Four-Bar Latch Mechanism and a Shear-Based Rotary Viscous Damper for Single-Axis Prosthetic Knees	10.1115/1.4052804	2021	Arelekatti	12	0.512390	0.531779	5	task5import
W3045504388	Cutaneous inputs from perineal region facilitates and modulates spinal locomotor activity and reduces cutaneous reflexes	10.1101/2020.07.29.226530	2020	Merlet	0	0.498836	0.506229	4	rest383
W2145253719	Candidate interneurones mediating group I disynaptic EPSPs in extensor motoneurones during fictive locomotion in the cat	10.1113/jphysiol.2004.076034	2005	Angel	70	0.499420	0.503903	3	rest383
W2010351718	Central drive and proprioceptive control of antennal movements in the walking stick insect	10.1016/j.jphysparis.2012.06.001	2013	Krause	39	0.514774	0.502361	1	task5import
W2026055416	Major role for sensory feedback in soleus EMG activity in the stance phase of walking in man.	10.1111/j.1469-7793.2000.00817.x	2000	Sinkjær	312	0.502209	0.505843	3	rest383
W2913234110	The functional diversity of spinal interneurons and locomotor control	10.1016/j.cophys.2019.01.005	2019	Deska-Gauthier	29	0.498768	0.500216	2	rest383
nodoi:recaEiW1fv8QTlWkz	A model of scale effects in mammalian quadrupedal running		2002	Herr	0	0.001223	0.462926		originals99
W2127735752	The Effect of DOPA on the Spinal Cord 5. Reciprocal organization of pathways transmitting excitatory action to alpha mot	10.1111/j.1748-1716.1967.tb03636.x	1967	Jankowska	486	0.500741	0.502816	7	demo50
W2153649474	Modelling genetic reorganization in the mouse spinal cord affecting left–right coordination during locomotion	10.1113/jphysiol.2013.261115	2013	Rybak	33	0.501328	0.500256	2	rest383
W2082543871	A graphics-based software system to develop and analyze models of musculoskeletal structures	10.1016/0010-4825(95)98882-e	1995	Delp	492	0.519774	0.509102	1	task5import
nodoi:recaZssD04YrPVWVp	Actions from group II muscle afferents during fictive locomotion are not mediated through the short latency flexion refl		1995	Perreault	0	0.003667	0.438310		task5import
W2416532995	Motor control by precisely timed spike patterns	10.1073/pnas.1611734114	2017	Srivastava	139	0.007325	0.413846		task5import
W4385969403	The Bcm rule allows a spinal cord model to learn rhythmic movements	10.1007/s00422-023-00970-z	2023	Kohler	2	0.500332	0.498109	2	digest20
nodoi:recarXavQvr9qVGQ6	Effects ofstimulation ofhindlimb flexor groupIIafferents during fictive locomotion inthecat		2011	Perreault	0	0.012189	0.389593		task5import
W2016910258	Biological Pattern Generation: The Cellular and Computational Logic of Networks in Motion	10.1016/j.neuron.2006.11.008	2006	Grillner	940	0.502191	0.501073	2	rest383
W2123604279	Robust passive dynamics of the musculoskeletal system compensate for unexpected surface changes during human hopping	10.1152/japplphysiol.91189.2008	2009	van der Krogt	61	0.504332	0.518192	1	task5import
W2940596907	Adding Proprioceptive Feedback to Virtual Reality Experiences Using Galvanic Vestibular Stimulation	10.1145/3290605.3300905	2019	Sra	78	0.018246	0.365609		task5import
W2896189946	Connectivity and Regional Distribution of Constituent Cells of the Mammalian Locomotor Central Pattern Generator	10.7939/r3639kg5w	2016	Griener	0	0.498475	0.502368	2	demo50
W2519214224	Central control of interlimb coordination and speed-dependent gait expression in quadrupeds.	10.1113/jp272787	2016	Danner	135	0.501162	0.501195	2	demo50
W2072002431	Models of ensemble firing of muscle spindle afferents recorded during normal locomotion in cats	10.1111/j.1469-7793.1998.277bu.x	1998	Procházka	171	0.504614	0.500665	6	rest383
W1523946546	Towards a factored analysis of legged locomotion models	10.1109/robot.2003.1241570	2003	Altendorfer	17	0.516583	0.516705	1	task5import
W2086645385	Decoding the mechanisms of gait generation in salamanders by combining neurobiology, modeling and robotics	10.1007/s00422-012-0543-1	2013	Bicanski	37	0.505103	0.499272	1	originals99
W2560608900	Neural substrates involved in the control of posture	10.1080/01691864.2016.1252690	2017	Takakusaki	69	0.503711	0.508325	5	task5import
W2119133891	Central Pattern Generator for Locomotion: Anatomical, Physiological, and Pathophysiological Considerations	10.3389/fneur.2012.00183	2013	Guertin	246	0.501737	0.501493	7	rest383
W1968389619	An Intersegmental Neuronal Architecture for Spinal Wave Propagation under Deletions	10.1523/jneurosci.1737-09.2009	2009	Pérez	25	0.502239	0.500245	7	rest383
W2120168261	Optimal sensorimotor transformations for balance	10.1038/nn1986	2007	Lockhart	243	0.509419	0.510770	5	task5import
nodoi:recbEFSrkhmkQiXhA	Sensory Coupled Action Switching Modules Generate Robust, Adaptive Stepping in Legged Robots		2006	Lewinger	0	0.025482	0.341955		task5import
W2925723920	Motor control of an insect leg during level and incline walking	10.1242/jeb.188748	2019	Dallmann	40	0.507444	0.506051	1	task5import
W2046369253	Sensory-evoked perturbations of locomotor activity by sparse sensory input: a computational study	10.1152/jn.00866.2014	2015	Bui	9	0.501145	0.500750	2	demo50
W2989071828	The mammalian spinal commissural system: properties and functions.	10.1152/jn.00347.2019	2020	Maxwell	33	0.497412	0.501035	2	rest383
W2132142586	Tuning of neural oscillators for the design of rhythmic motions	10.1109/robot.2000.844870	2000	Arsenio	21	0.509631	0.513461	1	task5import
nodoi:recbVqldi5Syu9R8v	The dominant role of the hip in multijoint reflex responses in human spinal cord injury		2011	Onushko	0	0.033879	0.318687		task5import
W2046127725	A Survey on CPG-Inspired Control Models and System Implementation	10.1109/tnnls.2013.2280596	2014	Yu	300	0.507108	0.499312	1	task5import
W2124277547	Oscillatory network with self-organized dynamical connections for synchronization-based image segmentation	10.1016/j.biosystems.2004.05.005	2004	Kuzmina	20	0.532458	0.488557	1	task5import
W2985667866	Characterization of WT1-expressing interneurons and investigation of their role in locomotion	10.7939/r3-jt04-kz83	2019	Haque	0	0.499304	0.499210	2	rest383
W2410907046	Flow field sensing with bio-inspired artificial hair cell arrays	10.1016/j.snb.2016.05.091	2016	Sarlo	13	0.356052	0.417286	8	task5import
W3123484130	Unveiling the role of plasticity rules in reservoir computing	10.1016/j.neucom.2020.05.127	2021	Morales	30	0.649209	0.642075	10	task5import
W2185623027	Control of locomotor cycle durations.	10.1152/jn.00991.2004	2005	Yakovenko	127	0.501791	0.502606	4	rest383
W4226018928	Contribution of Afferent Feedback to Adaptive Hindlimb Walking in Cats: A Neuromusculoskeletal Modeling Study	10.3389/fbioe.2022.825149	2022	Kim	13	0.502699	0.501833	3	rest383
W2941855564	A controller perspective on biological gait control: Reflexes and central pattern generators	10.1016/j.arcontrol.2019.04.004	2019	Duysens	22	0.501973	0.503819	3	rest383
W2562726385	The Merits of Passive Compliant Joints in Legged Locomotion: Fast Learning, Superior Energy Efficiency and Versatile Sen	10.1016/s1672-6529(16)60374-8	2017	Hoffmann	28	0.519670	0.514448	1	task5import
W2039703906	Position dependence of ankle joint dynamics—I. Passive mechanics	10.1016/0021-9290(86)90196-x	1986	Weiss	171	0.507605	0.522111	1	task5import
W2098480857	Effect of stimulating the lumbar skin caudal to a complete spinal cord injury on hindlimb locomotion	10.1152/jn.00739.2014	2015	Hurteau	19	0.497708	0.504144	4	rest383
W1974106501	Adaptation of postural control to perturbations—a process that initiates long-term motor memory	10.1016/s0966-6362(01)00175-8	2002	Tjernström	101	0.528663	0.528929	5	task5import
W2037080969	Neuromuscular responses to gait perturbations in freely moving cats.	10.1007/bf00237937	1980	Wand	112	0.500336	0.506038	3	rest383
W2002560324	Mechanical aspects of legged locomotion control	10.1016/j.asd.2004.06.003	2004	Koditschek	192	0.512355	0.509869	1	task5import
W2052743204	Design and Characterization of Artificial Haircell Sensor for Flow Sensing With Ultrahigh Velocity and Angular Sensitivi	10.1109/jmems.2007.902436	2007	Chen	226	0.357448	0.415466	8	task5import
W2577370916	Functional Neuroanatomy for Posture and Gait Control	10.14802/jmd.16062	2017	Takakusaki	968	0.503526	0.507600	5	task5import
W2117553976	Evidence for a Spinal Central Pattern Generator in Humansa	10.1111/j.1749-6632.1998.tb09062.x	1998	Dimitrijević	792	0.502409	0.503620	7	rest383
W2775764143	Neuromuscular Models for Locomotion	10.1016/b978-0-12-803766-9.00008-7	2017	Procházka	12	0.502711	0.502777	6	rest383
W1996362085	Do Pacemakers Drive the Central Pattern Generator for Locomotion in Mammals?	10.1177/1073858409346339	2010	Brocard	99	0.501139	0.499052	2	task5import
W2083860240	Force Sensors in Hexapod Locomotion	10.1177/0278364905055381	2005	Kaliyamoorthy	27	0.510157	0.505070	1	rest383
W2014436424	Novel Locomotion via Biological Inspiration	10.1117/12.886413	2011	Quinn	3	0.043417	0.295863		rest383
W2055592109	Spinal interneuronal networks in the cat: elementary components.	10.1016/j.brainresrev.2007.06.022	2008	Jankowska	181	0.499172	0.501006	2	rest383
W2161288147	Ratio of Shear to Load Ground-Reaction Force May Underlie the Directional Tuning of the Automatic Postural Response to R	10.1152/jn.00773.2003	2004	Ting	109	0.504947	0.510218	5	task5import
W2017581972	Constancy and Variability in the Output of a Central Pattern Generator	10.1523/jneurosci.5072-10.2011	2011	Norris	64	0.054072	0.273539		task5import
W2496648954	Symmetry in legged locomotion: a new method for designing stable periodic gaits	10.1007/s10514-016-9593-x	2017	Razavi	36	0.511360	0.515751	1	task5import
W1975079024	Optimization of Muscle Activity for Task-Level Goals Predicts Complex Changes in Limb Forces across Biomechanical Contex	10.1371/journal.pcbi.1002465	2012	McKay	62	0.509116	0.510240	5	task5import
W2000013699	Reflexes induced by nerve stimulation in walking cats with implanted cuff electrodes.	10.1007/bf00239728	1978	Duysens	141	0.500261	0.506789	3	rest383
W2140178559	Stiffness and Damping in Postural Control Increase with Age	10.1109/tbme.2009.2031874	2010	Cenciarini	106	0.517644	0.515864	5	task5import
W2018959254	Ankle extensor group I afferents excite extensors throughout the hindlimb during fictive locomotion in the cat.	10.1113/jphysiol.1995.sp020871	1995	Guertin	274	0.501809	0.504605	3	originals99
W2084812000	Spinal and supraspinal postural networks	10.1016/j.brainresrev.2007.06.017	2008	Deliagina	132	0.505443	0.509626	5	task5import
W846657406	Force feedback reinforces muscle synergies in insect legs	10.1016/j.asd.2015.07.001	2015	Zill	35	0.507840	0.504853	1	originals99
W2936345093	Echo state networks regulated by local intrinsic plasticity rules for regression	10.1016/j.neucom.2019.03.032	2019	Wang	35	0.650257	0.642278	10	task5import
W104753013	Neuromechanical Simulation of an inter-leg controller for tetrapod coordination	10.1007/978-3-319-09435-9_13	2014	Hunt	9	0.506791	0.502402	1	originals99
W2084980163	Split-belt walking alters the relationship between locomotor phases and cycle duration across speeds in intact and chron	10.1523/jneurosci.3931-12.2013	2013	Frigon	77	0.499758	0.503148	4	demo50
W2106150875	How Do We Approach the Locomotor Network in the Mammalian Spinal Cord?a	10.1111/j.1749-6632.1998.tb09039.x	1998	Hultborn	99	0.498909	0.504141	3	demo50
W1974859321	The Effect of DOPA on the Spinal Cord 6. Half‐centre organization of interneurones transmitting effects from the flexor 	10.1111/j.1748-1716.1967.tb03637.x	1967	Jankowska	475	0.500573	0.502868	7	rest383
W3121247532	Spinal Interneurons as Gatekeepers to Neuroplasticity after Injury or Disease.	10.1523/jneurosci.1654-20.2020	2021	Zholudeva	83	0.499352	0.500045	2	rest383
W1820714295	Technologies for distributed flight control systems: A review	10.1109/mipro.2015.7160432	2015	Šegvić	4	0.065817	0.251768		task5import
W1502748593	Primacy of Flexor Locomotor Pattern Revealed by Ancestral Reversion of Motor Neuron Identity	10.1016/j.cell.2015.06.036	2015	Machado	72	0.500687	0.500591	2	demo50
W2095661097	A Muscle-Reflex Model That Encodes Principles of Legged Mechanics Produces Human Walking Dynamics and Muscle Activities	10.1109/tnsre.2010.2047592	2010	Geyer	668	0.504511	0.504077	1	originals99
W1041587706	Load Detectors and Their Reflexes During Gait in Cat and Man	10.1007/978-94-010-0870-9_20	2000	Duysens	0	0.503361	0.506587	3	rest383
W2144853962	Design and analysis of biomimetic joints for morphing of micro air vehicles	10.1088/1748-3182/5/4/045007	2010	Grant	32	0.078625	0.230606		task5import
W2167783371	Kinematic primitives for walking and trotting gaits of a quadruped robot with compliant legs	10.3389/fncom.2014.00027	2014	Spröwitz	38	0.507212	0.504846	1	task5import
W2044459470	PSO-based single multiplicative neuron model for time series prediction	10.1016/j.eswa.2008.01.061	2009	Zhao	174	0.292940	0.435042	11	task5import
W2156174987	2008 Special Issue: Central pattern generators for locomotion control in animals and robots: A review	10.1016/j.neunet.2008.03.014	2008	Ijspeert	1879	0.507858	0.501792	1	rest383
W4225247858	The role of V3 neurons in speed-dependent interlimb coordination during locomotion in mice.	10.7554/elife.73424	2022	Zhang	56	0.499586	0.501199	2	rest383
W2982696046	Crossed activation of thoracic trunk motoneurons by medullary reticulospinal neurons.	10.1152/jn.00194.2019	2019	LaPallo	5	0.494814	0.498043	2	rest383
W2045368698	Resonance tuning in a neuro-musculo-skeletal model of the forearm	10.1007/s00422-006-0112-6	2007	Verdaasdonk	37	0.502916	0.507142	7	originals99
W1637203540	Amplitude modulation of the soleus H-reflex in the human during walking and standing	10.1523/jneurosci.06-05-01308.1986	1986	Capaday	978	0.502076	0.506602	3	demo50
W2802939524	Functional properties of human muscle spindles	10.1152/jn.00071.2018	2018	Macefield	191	0.505760	0.498332	6	task5import
W2980044779	Flexor and Extensor Ankle Afferents Broadly Innervate Locomotor Spinal Shox2 Neurons and Induce Similar Effects in Neona	10.3389/fncel.2019.00452	2019	Li	15	0.499734	0.503069	3	rest383
W2164653071	Simple model of spiking neurons	10.1109/tnn.2003.820440	2003	Izhikevich	4933	0.511269	0.495042	6	task5import
W4402713394	Interlimb coordination is not strictly controlled during walking	10.1038/s42003-024-06843-w	2024	Arai	9	0.501661	0.509087	2	digest20
W7150892674	Minimal-calibration multimodal wearable sensing for long-duration three-dimensional shoulder kinematics	10.1038/s44460-026-00059-7	2026	Jin	5	0.092465	0.210102		task5import
W2033714640	New Moves in Motor Control	10.1016/j.cub.2011.05.029	2011	Büschges	128	0.503734	0.501428	1	originals99
W1988725789	A neuro-mechanical model of legged locomotion: single leg control	10.1007/s004220050468	1998	Ekeberg	63	0.506408	0.502034	1	task5import
W1980379278	Modulation of stretch reflexes during locomotion in the mesencephalic cat	10.1113/jphysiol.1982.sp014319	1982	Akazawa	178	0.501852	0.507489	3	rest383
nodoi:receunfNmjwzp7QH4	Variable-mechanical-impedance artificial legs		2015	Herr	0	0.107301	0.190308		task5import
W1872061170	Human Lumbosacral Spinal Cord Interprets Loading During Stepping	10.1152/jn.1997.77.2.797	1997	Harkema	605	0.501284	0.506014	3	rest383
W2145653840	An interneuronal relay for group I and II muscle afferents in the midlumbar segments of the cat spinal cord.	10.1113/jphysiol.1987.sp016676	1987	Edgley	236	0.498508	0.503608	3	rest383
W2093435740	AnimatLab: A 3D graphics environment for neuromechanical simulations	10.1016/j.jneumeth.2010.01.005	2010	Cofer	104	0.509548	0.504059	1	originals99
W2023512999	Phase-Resetting Curves Determine Synchronization, Phase Locking, and Clustering in Networks of Neural Oscillators	10.1523/jneurosci.0426-09.2009	2009	Achuthan	155	0.512344	0.487014	6	task5import
W1532921825	Modeling the mammalian locomotor CPG: insights from mistakes and perturbations	10.1016/s0079-6123(06)65015-2	2007	McCrea	128	0.500835	0.502139	2	originals99
W181439764	Chapter 2--the spinal generation of phases and cycle duration.	10.1016/b978-0-444-53825-3.00007-3	2011	Gossard	41	0.500087	0.504541	4	rest383
nodoi:recfOzo8DPOvRNrjE	The Circuitry of the Human Spinal Cord: Spinal and Corticospinal Mechanisms of Movement		2012	Pierrot-Deseilligny	0	0.123098	0.171272		task5import
W4200399668	Control of Mammalian Locomotion by Somatosensory Feedback	10.1002/cphy.c210020	2021	Frigon	98	0.501298	0.503865	4	originals99
W2279876591	Muscle Spindles and Their Motor Control	10.1152/physrev.1964.44.2.219	1964	Matthews	571	0.503165	0.496788	6	task5import
W2271450762	Hip proprioceptive feedback influences the control of mediolateral stability during human walking	10.1152/jn.00551.2015	2015	Roden-Reynolds	82	0.506294	0.514723	5	task5import
W2155180319	Contribution of Hind Limb Flexor Muscle Afferents to the Timing of Phase Transitions in the Cat Step Cycle	10.1152/jn.1996.75.3.1126	1996	Hiebert	276	0.502684	0.504917	3	originals99
W3025938483	Sensory Feedback Control of Locomotor Pattern Generation in Cats and Mice.	10.1016/j.neuroscience.2020.05.008	2020	Akay	25	0.500395	0.504750	4	rest383
nodoi:recfqPkdLRcChf2pV	Ankle Extensor EMG Patterns Quantification of Muscle Load, Length Change, and Mechanics of Slope Walking in the Cat:		2015	Gregor	0	0.139817	0.153040		task5import
W1903866608	Improving the Prediction Accuracy of Echo State Neural Networks by Anti-Oja’s Learning	10.1007/978-3-540-74690-4_3	2007	Hutchison	28	0.650102	0.643835	10	task5import
W1485835488	Segmental organization of vestibulospinal inputs to spinal interneurons mediating crossed activation of thoracolumbar mo	10.1523/jneurosci.5188-14.2015	2015	Kasumacic	48	0.494222	0.497685	2	rest383
W1976915307	The possibility of phase-dependent monosynaptic and polysynaptic la excitation to homonymous motoneurones during fictive	10.1016/0006-8993(78)90363-3	1978	Schomburg	79	0.499558	0.506692	3	rest383
W1936602813	A model of spindle afferent response to muscle stretch	10.1152/jn.1983.49.4.989	1983	Hasan	122	0.505149	0.497086	6	task5import
W1895590810	Proprioceptive modulation of hip flexor activity during the swing phase of locomotion in decerebrate cats.	10.1152/jn.2001.86.3.1321	2001	Lam	107	0.501622	0.504069	3	originals99
W2109596721	A Review of the Integrate-and-fire Neuron Model: I. Homogeneous Synaptic Input	10.1007/s00422-006-0068-6	2006	Burkitt	1244	0.517908	0.496176	1	task5import
W2168307960	What functions do reflexes serve during human locomotion	10.1016/s0301-0082(98)00081-1	1999	Zehr	500	0.502223	0.506415	3	rest383
W1963700984	Multisensory Feedback Can Enhance Embodiment Within an Enriched Virtual Walking Scenario	10.1162/pres_a_00190	2014	Leonardis	53	0.291821	0.459893	18	task5import
doi:10.1152/jn.01110.2007.	A Feedback Model Reproduces Muscle Activity During Human Postural Responses to Support-Surface Translations	10.1152/jn.01110.2007.	2008	Welch	0	0.157417	0.135657		task5import
W1482575233	The construction of movement by the spinal cord	10.1038/5721	1999	Tresch	642	0.504945	0.506205	5	originals99
